CREATE_DATE,OPERATOR,TYPE,PARTNUMBER,LOTID,VERSION,UNIT,DATA_VOL,DATA1,DATA2,DATA3,DATA4,DATA5,DATA6,DATA7,DATA8,DATA9,DATA10,DATA11,DATA12,DATA13,DATA14,DATA15,DATA16,DATA17,DATA18,DATA19,DATA20,AVERAGE,DATA_MIN,DATA_MAX,DATA_RANGE,SU,SL,UCL,LCL,RS_UCL,USER_COMMENT,ISSUE_NO
20221201153232,HVPQC010,D5-SO/D-YRT-07 ROUTING DIMENSION CHECK A,M425R1GB4BB0-CQKOL-6YB,T0GK000248,0,MM,6,69.605,69.606,69.605,69.604,69.605,69.601,,,,,,,,,,,,,,,69.604,69.601,69.606,0.005,69.73,69.47,69.73,69.47,0.14,YRT-07,
20221201153232,HVPQC010,D5-SO/D-YRT-05 ROUTING DIMENSION CHECK A,M425R2GA3BB0-CQKOL-6YB,T0NF000248,1,MM,6,69.644,69.648,69.648,69.647,69.646,69.648,,,,,,,,,,,,,,,69.647,69.644,69.648,0.004,69.73,69.47,69.73,69.47,0.14,YRT-05,
20221102004408,HVPQC010,PCB WARPAGE RDIMM,M393A8G40BB4-CWEBY-6SC,H0XD010244,0,MM,12,-0.064,-0.065,-0.058,0.053,0.041,-0.042,-0.06,0.1775,-0.055,0.041,0.0545,-0.046,,,,,,,,,-0.002,-0.065,0.1775,0.243,0.4,-0.4,0.4,-0.4,4.0,IMAS-13,S20221102001
20221102041308,HVPQC010,PCB WARPAGE RDIMM,M393A4K40EB3-CWEBY-6SB,T0SD010244,0,MM,12,-0.059,0.039,-0.053,0.038,0.08,-0.04,-0.057,0.0715,-0.059,-0.029,0.033,-0.038,,,,,,,,,-0.006,-0.059,0.08,0.139,0.4,-0.4,0.4,-0.4,4.0,IMAS-11,S20221102002
20221102041308,HVPQC010,PCB WARPAGE RDIMM,M393A4K40DB3-CWECO-6SC,H0UC010244,0,MM,12,-0.003,0.097,-0.011,0.038,0.009,-0.028,0.005,-0.013,-0.017,0.041,-0.076,0.025,,,,,,,,,0.006,-0.076,0.097,0.173,0.4,-0.4,0.4,-0.4,4.0,IMAS-16,
20221102041657,HVPQC010,PCB WARPAGE RDIMM,M393A8G40BB4-CWEGY-6SC,H1VE010244,0,MM,12,0.006,-0.1055,-0.015,0.041,0.002,0.018,-0.001,-0.014,-0.016,0.038,-0.0855,0.017,,,,,,,,,-0.01,-0.1055,0.041,0.147,0.4,-0.4,0.4,-0.4,4.0,IMAS-02,S20221102003
20221102041657,HVPQC010,PCB WARPAGE RDIMM,M393A8G40BB4-CWEBY-6SB,T0PN010244,0,MM,12,0.033,-0.104,-0.016,0.103,-0.05,-0.124,0.031,-0.104,-0.012,0.112,-0.052,-0.123,,,,,,,,,-0.026,-0.124,0.112,0.236,0.4,-0.4,0.4,-0.4,4.0,IMAS-09,S20221102004
20221102222619,HVPQC011,SM-V SOLDER PASTE VOLUME BGA PAD,M393A4G43BB4-CWEBY-6SB,T0BC000244,0,%,5,110.9,111.5,116.6,118.6,119.4,,,,,,,,,,,,,,,,115.4,110.9,119.4,8.5,180.0,50.0,125.59,105.9,36.16,,S20221102058
20221104051353,HVMHA217,SSD-U2-SRT-001 ROUTING DIMENTION CHECK A,MZQL27T6HBLA-00A07-6V6,H0VQ9M0244,0,MM,5,0.052,-0.004,-0.011,0.035,0.022,,,,,,,,,,,,,,,,0.019,-0.011,0.052,0.063,0.3,-0.3,0.3,-0.3,0.6,SRT-001,
20221105102221,HVMHA217,SSD-M2-SRT-001 ROUTING DIMENTION CHECK A,MZ1L21T9HCLS-00A07-6X3,H2PI1M0244,0,MM,5,-0.23,-0.224,-0.216,-0.233,-0.225,,,,,,,,,,,,,,,,-0.226,-0.233,-0.216,0.017,0.0,-0.5,0.0,-0.5,-0.3,SRT-001,S20221105050
20221106214725,HVPQC010,SM-Q2 SOLDER PASTE VOLUME BGA PAD,M393A2K40EB3-CWEBY-6SC,H1XK000244,1,%,5,118.2,119.3,106.7,110.3,120.6,,,,,,,,,,,,,,,,115.02,106.7,120.6,13.9,180.0,50.0,122.31,104.47,32.7,,
20221106214725,HVPQC010,SM-S1 SOLDER PASTE VOLUME BGA PAD,M393A4K40EB3-CWEBY-6SC,H1HJ000244,0,%,5,113.8,108.9,114.6,124.0,120.7,,,,,,,,,,,,,,,,116.4,108.9,124.0,15.1,180.0,50.0,122.89,106.37,30.29,,
20221106214725,HVPQC010,SM-S2 SOLDER PASTE VOLUME BGA PAD,M393A4K40EB3-CWEBY-6SC,H1HJ000244,1,%,5,123.8,118.8,120.6,116.6,115.9,,,,,,,,,,,,,,,,119.14,115.9,123.8,7.9,180.0,50.0,122.66,105.84,30.83,,S20221106086
20221106214725,HVPQC010,SM-U SOLDER PASTE VOLUME BGA PAD,M393A2K40EB3-CWEBY-6SC,T2NF000244,0,%,5,116.8,121.3,113.9,117.6,120.9,,,,,,,,,,,,,,,,118.1,113.9,121.3,7.4,180.0,50.0,126.01,104.65,39.14,,S20221106087
20221106214725,HVPQC010,SM-X1 SOLDER PASTE VOLUME BGA PAD,M393A4K40EB3-CWEBY-6SC,H2XJ000244,0,%,5,118.3,114.6,100.9,112.5,120.4,,,,,,,,,,,,,,,,113.34,100.9,120.4,19.5,180.0,50.0,180.0,50.0,30.31,,S20221106088
20221106214725,HVPQC010,SM-X2 SOLDER PASTE VOLUME BGA PAD,M393A4K40EB3-CWEBY-6SC,H0L2000244,1,%,5,102.3,103.2,114.1,108.2,105.6,,,,,,,,,,,,,,,,106.68,102.3,114.1,11.8,180.0,50.0,180.0,50.0,30.31,,S20221106089
20221106214725,HVPQC010,SM-Y1 SOLDER PASTE VOLUME BGA PAD,M393A4K40EB3-CWEBY-6SC,H2XR000244,0,%,5,121.9,114.8,104.7,120.2,100.4,,,,,,,,,,,,,,,,112.4,100.4,121.9,21.5,180.0,50.0,180.0,50.0,30.0,,S20221106090
20221106214725,HVPQC010,SM-Y2 SOLDER PASTE VOLUME BGA PAD,M393A4K40EB3-CWEBY-6SC,H2XR000244,1,%,5,100.7,119.4,112.5,104.6,115.4,,,,,,,,,,,,,,,,110.52,100.7,119.4,18.7,180.0,50.0,180.0,50.0,30.0,,S20221106091
20221106214725,HVPQC010,SM-Z1 SOLDER PASTE VOLUME BGA PAD,M393A8G40BB4-CWEBY-6SB,T1GC000244,0,%,5,121.9,104.8,120.3,114.6,118.3,,,,,,,,,,,,,,,,115.98,104.8,121.9,17.1,180.0,50.0,180.0,50.0,30.0,,S20221106092
20221106214725,HVPQC010,SM-Z2 SOLDER PASTE VOLUME BGA PAD,M393A8G40BB4-CWEBY-6SB,T1GC000244,1,%,5,117.6,120.1,114.8,123.6,109.4,,,,,,,,,,,,,,,,117.1,109.4,123.6,14.2,180.0,50.0,180.0,50.0,30.0,,S20221106093
20221107045238,HVPQC010,PCB WARPAGE RDIMM,M393A4K40EB3-CWEBY-6SC,H0K3010244,0,MM,12,-0.033,-0.026,-0.069,0.114,0.024,-0.031,0.0685,-0.029,-0.074,0.115,0.015,-0.026,,,,,,,,,0.004,-0.074,0.115,0.189,0.4,-0.4,0.4,-0.4,4.0,IMAS-10,
20221107045238,HVPQC010,PCB WARPAGE RDIMM,M393A8G40BB4-CWEBY-6SC,H0J5000244,1,MM,12,0.044,0.107,-0.002,0.03,0.087,-0.133,-0.0135,0.0975,-0.003,0.033,0.08,-0.127,,,,,,,,,0.017,-0.133,0.107,0.24,0.4,-0.4,0.4,-0.4,4.0,IMAS-15,
20221119081815,HVPQC010,SM-X1 SOLDER PASTE VOLUME BGA PAD,M393A4K40EB3-CWEBY-6SC,H0QG000246,0,%,5,100.2,102.3,105.43,106.3,107.2,,,,,,,,,,,,,,,,104.286,100.2,107.2,7.0,180.0,50.0,180.0,50.0,30.31,,S20221119048
20221119081815,HVPQC010,SM-X2 SOLDER PASTE VOLUME BGA PAD,M393A4K40EB3-CWEBY-6SC,H0QG000246,1,%,5,102.3,105.6,108.9,115.3,104.6,,,,,,,,,,,,,,,,107.34,102.3,115.3,13.0,180.0,50.0,180.0,50.0,30.31,,S20221119049
20221119081815,HVPQC010,SM-Y1 SOLDER PASTE VOLUME BGA PAD,M393A4K40EB3-CWEBY-6SB,H0HX000246,0,%,5,108.9,115.3,104.2,117.2,114.3,,,,,,,,,,,,,,,,111.98,104.2,117.2,13.0,180.0,50.0,180.0,50.0,30.0,,S20221119050
20221119081815,HVPQC010,SM-Y2 SOLDER PASTE VOLUME BGA PAD,M393A4K40EB3-CWEBY-6SB,H0HX000246,1,%,5,115.6,108.5,107.3,118.3,109.6,,,,,,,,,,,,,,,,111.86,107.3,118.3,11.0,180.0,50.0,180.0,50.0,30.0,,S20221119051
20221119081815,HVPQC010,SM-Z1 SOLDER PASTE VOLUME BGA PAD,M393A8G40BB4-CWEBY-6SB,T0PC000246,0,%,5,115.6,114.3,107.9,118.2,114.6,,,,,,,,,,,,,,,,114.12,107.9,118.2,10.3,180.0,50.0,180.0,50.0,30.0,,S20221119052
20221119081815,HVPQC010,SM-Z2 SOLDER PASTE VOLUME BGA PAD,M393A8G40BB4-CWEBY-6SB,H0QO000246,0,%,5,102.3,115.2,114.3,117.0,118.5,,,,,,,,,,,,,,,,113.46,102.3,118.5,16.2,180.0,50.0,180.0,50.0,30.0,,S20221119053
20221119090248,HVPQC010,SM-V SOLDER PASTE VOLUME BGA PAD,M393A2K40DB2-CVFBY-6SB,H0QS000246,0,%,5,106.3,108.5,110.0,111.2,114.3,,,,,,,,,,,,,,,,110.06,106.3,114.3,8.0,180.0,50.0,125.59,105.9,36.16,,S20221119054
20221119163703,HVPQC010,PCB WARPAGE RDIMM,M393A8G40BB4-CWECO-6SB,T1ND010246,0,MM,12,0.007,0.007,0.0035,-0.1505,0.022,-0.0225,0.014,-0.05,0.0375,-0.0105,-0.0065,0.0305,,,,,,,,,-0.01,-0.1505,0.0375,0.188,0.4,-0.4,0.4,-0.4,4.0,IMAS-08,S20221119069
20221119163703,HVPQC010,PCB WARPAGE RDIMM,M393A8G40BB4-CWEBY-6SB,T0IK010246,0,MM,12,-0.2235,0.0875,0.054,-0.02,0.0075,-0.019,0.0175,-0.059,-0.0325,-0.089,0.0355,-0.047,,,,,,,,,-0.024,-0.2235,0.0875,0.311,0.4,-0.4,0.4,-0.4,4.0,IMAS-02,S20221119070
20221119163703,HVPQC010,PCB WARPAGE RDIMM,M393A4K40EB3-CWEBY-6SC,H0NS010246,0,MM,12,-0.0825,-0.028,0.0635,0.0425,-0.0855,-0.0655,0.018,-0.1115,0.0325,-0.0045,-0.0515,0.049,,,,,,,,,-0.019,-0.1115,0.0635,0.175,0.4,-0.4,0.4,-0.4,4.0,IMAS-13,S20221119071
20221119020545,HVPRO105,SM2A1 SOLDER PASTE VOLUME BGA PAD,MZ1L2960HCJR-00A07-6X3,H2TJ000246,0,%,5,100.2,112.0,90.3,95.6,103.3,,,,,,,,,,,,,,,,100.28,90.3,112.0,21.7,180.0,50.0,180.0,50.0,30.0,,S20221119072
20221119201045,HVPRO105,SM2A2 SOLDER PASTE VOLUME BGA PAD,MZ1L2960HCJR-00A07-6X3,H2TE000246,0,%,5,99.6,96.3,95.1,92.5,111.1,,,,,,,,,,,,,,,,98.92,92.5,111.1,18.6,180.0,50.0,180.0,50.0,30.0,,S20221119073
20221120053051,HVPQC010,D4-L/RD-5 ROUTING PCB DIMENSION CHECK A,M393A4K40EB3-CWEBY-6SC,H1PP000246,0,MM,6,133.332,133.346,133.356,133.354,133.342,133.349,,,,,,,,,,,,,,,133.347,133.332,133.356,0.024,133.48,133.22,133.356,133.318,0.1329,RT-05,
20221121012908,HVPQC010,D4-L/RD-5 ROUTING PCB DIMENSION CHECK A,M393A4K40EB3-CWEBY-6SC,H1JI000246,0,MM,6,133.354,133.355,133.345,133.342,133.358,133.336,,,,,,,,,,,,,,,133.348,133.336,133.358,0.022,133.48,133.22,133.356,133.318,0.1329,RT-05,
20221121082535,HVPRO105,SM2A1 SOLDER PASTE VOLUME BGA PAD,MZQL23T8HCLS-00A07-YV6,H0BC000247,0,%,5,108.6,118.2,107.3,116.3,104.9,,,,,,,,,,,,,,,,111.06,104.9,118.2,13.3,180.0,50.0,180.0,50.0,30.0,,S20221121016
20221121082735,HVPRO105,SM2A2 SOLDER PASTE VOLUME BGA PAD,MZQL23T8HCLS-00A07-YV6,H2RB000246,0,%,5,116.3,107.5,119.3,104.8,117.5,,,,,,,,,,,,,,,,113.08,104.8,119.3,14.5,180.0,50.0,180.0,50.0,30.0,,S20221121017
20221121093022,HVPRO105,SM-2C1 SOLDER PASTE VOLUME BGA PAD,M393A8G40AB2-CWECO-6SC,H0C4000247,0,%,5,120.7,119.5,121.6,118.9,122.0,,,,,,,,,,,,,,,,120.54,118.9,122.0,3.1,180.0,50.0,180.0,50.0,30.0,,S20221121024
20221121093022,HVPRO105,SM-2C2 SOLDER PASTE VOLUME BGA PAD,M393A8G40AB2-CWECO-6SC,H0C4000247,1,%,5,113.9,104.6,113.7,116.3,110.2,,,,,,,,,,,,,,,,111.74,104.6,116.3,11.7,180.0,50.0,180.0,50.0,30.0,,S20221121025
20221121093022,HVPRO105,SM2G1 SOLDER PASTE VOLUME BGA PAD,M393A4K40EB3-CWEBY-6SC,H0AB000247,0,%,5,117.6,120.2,115.7,120.2,122.0,,,,,,,,,,,,,,,,119.14,115.7,122.0,6.3,180.0,50.0,180.0,50.0,30.79,,S20221121027
20221121093022,HVPRO105,SM2G2 SOLDER PASTE VOLUME BGA PAD,M393A4K40EB3-CWEBY-6SC,H0AB000247,1,%,5,101.3,100.5,103.6,112.0,120.0,,,,,,,,,,,,,,,,107.48,100.5,120.0,19.5,180.0,50.0,180.0,50.0,30.79,,S20221121028
20221121093306,HVPRO105,SM2H1 SOLDER PASTE VOLUME BGA PAD,M393A8G40BB4-CWEGY-6SC,H0AE000247,0,%,5,104.7,102.5,112.2,111.6,114.2,,,,,,,,,,,,,,,,109.04,102.5,114.2,11.7,180.0,50.0,180.0,50.0,30.79,,S20221121029
20221121093306,HVPRO105,SM2H2 SOLDER PASTE VOLUME BGA PAD,M393A8G40BB4-CWEGY-6SC,H0YN000246,0,%,5,122.6,120.1,122.4,119.0,123.0,,,,,,,,,,,,,,,,121.42,119.0,123.0,4.0,180.0,50.0,180.0,50.0,30.79,,S20221121030
20221121093306,HVPRO105,SM2E1 SOLDER PASTE VOLUME BGA PAD,M393A8G40AB2-CWECO-6SC,H0C7000247,0,%,5,115.1,123.6,113.6,119.2,124.0,,,,,,,,,,,,,,,,119.1,113.6,124.0,10.4,180.0,50.0,180.0,50.0,30.79,,S20221121031
20221121093204,HVMHA217,SM2E2 SOLDER PASTE VOLUME BGA PAD,M393A8G40AB2-CWECO-6SC,H0L1000246,0,%,5,113.8,114.1,102.7,114.6,110.6,,,,,,,,,,,,,,,,111.16,102.7,114.6,11.9,180.0,50.0,180.0,50.0,30.79,,S20221121032
20221121093204,HVMHA217,SM-2D1 SOLDER PASTE VOLUME BGA PAD,M393A8G40BB4-CWEBY-6SC,H0B2000247,0,%,5,120.6,125.0,118.3,121.1,124.0,,,,,,,,,,,,,,,,121.8,118.3,125.0,6.7,180.0,50.0,180.0,50.0,30.0,,S20221121033
20221121093204,HVMHA217,SM-2D2 SOLDER PASTE VOLUME BGA PAD,M393A8G40BB4-CWEBY-6SC,H0B2000247,1,%,5,117.6,122.5,123.1,124.1,119.3,,,,,,,,,,,,,,,,121.32,117.6,124.1,6.5,180.0,50.0,180.0,50.0,30.0,,S20221121034
20221121093204,HVMHA217,SM2F1 SOLDER PASTE VOLUME BGA PAD,M393A8G40BB4-CWEBY-6SC,H0B1000247,0,%,5,123.0,119.9,121.5,122.0,120.8,,,,,,,,,,,,,,,,121.44,119.9,123.0,3.1,180.0,50.0,180.0,50.0,30.79,,S20221121035
20221121093204,HVMHA217,SM2F2 SOLDER PASTE VOLUME BGA PAD,M393A8G40BB4-CWEBY-6SC,H0B1000247,1,%,5,122.6,119.5,118.7,123.0,121.4,,,,,,,,,,,,,,,,121.04,118.7,123.0,4.3,180.0,50.0,180.0,50.0,30.79,,S20221121036
20221122015941,HVPQC010,D4-L/RD-4 ROUTING PCB DIMENSION CHECK A,M393A4K40EB3-CWEBY-6SC,H0C8000247,0,MM,6,133.363,133.352,133.34,133.354,133.351,133.368,,,,,,,,,,,,,,,133.355,133.34,133.368,0.028,133.48,133.22,133.44,133.298,0.0876,RT-04,
20221122015941,HVPQC010,D4-L/RD-YRT7 ROUTING PCB DIMENSION CHECK A,M393A4K40EB3-CWEBY-6SC,H0FL000247,0,MM,6,133.369,133.371,133.368,133.365,133.358,133.348,,,,,,,,,,,,,,,133.363,133.348,133.371,0.023,133.48,133.22,133.48,133.298,0.1059,YRT-07,
20221122015941,HVPQC010,D4-L/RD-5 ROUTING PCB DIMENSION CHECK A,M393A4K40EB3-CWEBY-6SC,H0FC000247,1,MM,6,133.346,133.372,133.37,133.354,133.338,133.336,,,,,,,,,,,,,,,133.353,133.336,133.372,0.036,133.48,133.22,133.356,133.318,0.1329,RT-05,
20221122015941,HVPQC010,D4-L/RD-YRT04 ROUTING PCB DIMENSION CHECK A,M393A4K40EB3-CWEBY-6SC,H0FJ000247,1,MM,6,133.347,133.373,133.373,133.369,133.332,133.332,,,,,,,,,,,,,,,133.354,133.332,133.373,0.041,133.48,133.22,133.442,133.299,0.0929,YRT-04,
20221122015941,HVPQC010,D4-L/RD-YRT02 ROUTING PCB DIMENSION CHECK A,M393A4K40EB3-CWEBY-6SC,H0H7000247,1,MM,6,133.343,133.343,133.342,133.346,133.347,133.349,,,,,,,,,,,,,,,133.345,133.342,133.349,0.007,133.48,133.22,133.43,133.29,0.094,YRT-02,
20221122021003,HVPQC010,D4-L/RD-YRT8 ROUTING PCB DIMENSION CHECK A,M393A4K40EB3-CWEBY-6SC,H0H2000247,1,MM,6,133.351,133.342,133.347,133.344,133.339,133.342,,,,,,,,,,,,,,,133.344,133.339,133.351,0.012,133.48,133.22,133.48,133.298,0.1059,YRT-08,
20221122021003,HVPQC010,D4-L/RD-YRT 13 ROUTING PCB DIMENSION CHECK A,M393A8G40AB2-CWECO-6SC,H0CB000247,1,MM,6,133.335,133.348,133.348,133.348,133.33,133.324,,,,,,,,,,,,,,,133.339,133.324,133.348,0.024,133.48,133.22,133.48,133.22,0.13,YRT-13,
20221122021003,HVPQC010,D4-L/RD-YRT 14 ROUTING PCB DIMENSION CHECK A,M393A4K40EB3-CWEBY-6SC,H0G8000247,1,MM,6,133.378,133.386,133.386,133.395,133.403,133.401,,,,,,,,,,,,,,,133.392,133.378,133.403,0.025,133.48,133.22,133.48,133.22,0.13,YRT-14,
20221101023235,HVPQC011,SM-M2 SOLDER PASTE VOLUME BGA PAD,M393A4K40EB3-CWEGY-6SC,H0B9000244,1,%,5,120.4,124.3,123.6,118.0,115.6,,,,,,,,,,,,,,,,120.38,115.6,124.3,8.7,180.0,50.0,121.54,106.7,27.2,,S20221101079
20221101023235,HVPQC011,SM-M1 SOLDER PASTE VOLUME BGA PAD,M393A4K40EB3-CWEGY-6SC,H0B9000244,0,%,5,101.4,110.9,109.0,116.0,112.4,,,,,,,,,,,,,,,,109.94,101.4,116.0,14.6,180.0,50.0,121.49,107.93,24.85,,
20221101023235,HVPQC011,SM-U SOLDER PASTE VOLUME BGA PAD,M393A4K40EB3-CWECO-6SC,H0B6000244,0,%,5,114.4,116.5,105.7,102.9,111.3,,,,,,,,,,,,,,,,110.16,102.9,116.5,13.6,180.0,50.0,126.01,104.65,39.14,,
20221111022512,HVPQC010,D4-SO/D-8 ROUTING DIMENSION CHECK A,M471A1G44AB0-CWED0-60C,T0KQ000245,0,MM,6,69.613,69.61,69.608,69.614,69.61,69.603,,,,,,,,,,,,,,,69.61,69.603,69.614,0.011,69.73,69.47,69.615,69.568,0.0979,RT-08,
20221111022512,HVPQC010,D4-L/RD-YRT8 ROUTING PCB DIMENSION CHECK A,M393A8G40BB4-CWECO-6SC,H0EB000245,0,MM,6,133.368,133.361,133.369,133.327,133.378,133.345,,,,,,,,,,,,,,,133.358,133.327,133.378,0.051,133.48,133.22,133.48,133.298,0.1059,YRT-08,
20221111022512,HVPQC010,D4-L/RD-YRT6 ROUTING PCB DIMENSION CHECK A,M393A4K40EB3-CWEGY-6SB,T0D3000245,0,MM,6,133.309,133.329,133.325,133.341,133.339,133.331,,,,,,,,,,,,,,,133.329,133.309,133.341,0.032,133.48,133.22,133.48,133.22,0.13,YRT-06,
20221111022512,HVPQC010,D4-L/RD-YRT01 ROUTING PCB DIMENSION CHECK A,M393A8G40BB4-CWEGY-6SC,H0EQ000245,0,MM,6,133.41,133.42,133.418,133.416,133.416,133.414,,,,,,,,,,,,,,,133.416,133.41,133.42,0.01,133.48,133.22,133.445,133.295,0.1036,YRT-01,
20221111022512,HVPQC010,D4-L/RD-5 ROUTING PCB DIMENSION CHECK A,M393A8G40BB4-CWECO-6SC,H0EF000245,0,MM,6,133.35,133.347,133.35,133.351,133.351,133.354,,,,,,,,,,,,,,,133.351,133.347,133.354,0.007,133.48,133.22,133.356,133.318,0.1329,RT-05,
20221111022512,HVPQC010,D4-L/RD-YRT02 ROUTING PCB DIMENSION CHECK A,M393A8G40BB4-CWECO-6SC,H0ER000245,0,MM,6,133.404,133.418,133.389,133.38,133.372,133.418,,,,,,,,,,,,,,,133.397,133.372,133.418,0.046,133.48,133.22,133.43,133.29,0.094,YRT-02,
20221111022512,HVPQC010,D4-L/RD-YRT 12 ROUTING PCB DIMENSION CHECK A,M393A8G40BB4-CWEGY-6SB,T0C5000245,0,MM,6,133.364,133.356,133.369,133.365,133.371,133.358,,,,,,,,,,,,,,,133.364,133.356,133.371,0.015,133.48,133.22,133.48,133.22,0.13,YRT-12,
20221111022512,HVPQC010,D5-SO/D-04 ROUTING DIMENSION CHECK A,M425R2GA3BB0-CQKOL-6YB,T0E9000245,0,MM,6,69.613,69.613,69.617,69.618,69.619,69.618,,,,,,,,,,,,,,,69.616,69.613,69.619,0.006,69.73,69.47,69.73,69.47,0.14,RT-04,
20221111022512,HVPQC010,D4-SO/D-9 ROUTING DIMENSION CHECK A,M471A2G43AB2-CWED0-60C,H0G9000245,0,MM,6,69.611,69.614,69.613,69.614,69.616,69.609,,,,,,,,,,,,,,,69.613,69.609,69.616,0.007,69.73,69.47,69.67,69.52,0.14,RT-09,
20221111022512,HVPQC010,D5-U/D-RT3 ROUTING PCB DIMENSION CHECK A,M323R1GB4BB0-CQKOL-6YB,T0D4000245,0,MM,6,133.391,133.391,133.389,133.394,133.402,133.403,,,,,,,,,,,,,,,133.395,133.389,133.403,0.014,133.48,133.22,133.48,133.22,0.13,RT-03,
20221111022512,HVPQC010,D4-U/D-06 ROUTING PCB DIMENSION CHECK A,M378A2G43BB3-CWED0-60B,T0P6020245,1,MM,6,133.327,133.327,133.318,133.336,133.312,133.317,,,,,,,,,,,,,,,133.323,133.312,133.336,0.024,133.48,133.22,133.33,133.3,0.13,RT-06,
20221111022512,HVPQC010,D4-L/RD-YRT 13 ROUTING PCB DIMENSION CHECK A,M393A8G40BB4-CWECO-6SC,H0EO000245,1,MM,6,133.301,133.303,133.304,133.306,133.312,133.307,,,,,,,,,,,,,,,133.306,133.301,133.312,0.011,133.48,133.22,133.48,133.22,0.13,YRT-13,
20221111022512,HVPQC010,D4-L/RD-YRT 09 ROUTING PCB DIMENSION CHECK A,M393A8G40BB4-CWEGY-6SB,T0C8000245,0,MM,6,133.336,133.347,133.35,133.347,133.346,133.34,,,,,,,,,,,,,,,133.344,133.336,133.35,0.014,133.48,133.22,133.48,133.22,0.13,YRT-09,
20221111022512,HVPQC010,D4-L/RD-YRT03 ROUTING PCB DIMENSION CHECK A,M393A4K40DB2-CVFCO-6SC,H1BR000245,0,MM,6,133.399,133.407,133.399,133.383,133.4,133.378,,,,,,,,,,,,,,,133.394,133.378,133.407,0.029,133.48,133.22,133.439,133.295,0.0918,YRT-03,
20221112015354,HVPQC010,D4-L/RD-YRT8 ROUTING PCB DIMENSION CHECK A,M393A8G40BB4-CWECO-6SB,T0X5000245,1,MM,6,133.375,133.365,133.39,133.385,133.384,133.377,,,,,,,,,,,,,,,133.379,133.365,133.39,0.025,133.48,133.22,133.48,133.298,0.1059,YRT-08,
20221112015354,HVPQC010,D4-L/RD-YRT01 ROUTING PCB DIMENSION CHECK A,M393A8G40BB4-CWECO-6SB,T0X8000245,1,MM,6,133.368,133.397,133.401,133.394,133.392,133.397,,,,,,,,,,,,,,,133.392,133.368,133.401,0.033,133.48,133.22,133.445,133.295,0.1036,YRT-01,
20221112015354,HVPQC010,D4-L/RD-YRT 10 ROUTING PCB DIMENSION CHECK A,M393A8G40BB4-CWECO-6SB,T0X7000245,1,MM,6,133.368,133.397,133.401,133.394,133.392,133.397,,,,,,,,,,,,,,,133.392,133.368,133.401,0.033,133.48,133.22,133.48,133.22,0.13,YRT-10,
20221112015354,HVPQC010,D4-L/RD-10 ROUTING PCB DIMENSION CHECK A,M393A8G40AB2-CWECO-6SC,H0IG000245,0,MM,6,133.322,133.327,133.331,133.323,133.318,133.328,,,,,,,,,,,,,,,133.325,133.318,133.331,0.013,133.48,133.22,133.48,133.298,0.1059,RT-10,
20221112015354,HVPQC010,D5-U/D-RT3 ROUTING PCB DIMENSION CHECK A,M323R1GB4BB0-CQKOL-6YB,T0Z7000245,1,MM,6,133.366,133.346,133.358,133.359,133.362,133.357,,,,,,,,,,,,,,,133.358,133.346,133.366,0.02,133.48,133.22,133.48,133.22,0.13,RT-03,
20221112015354,HVPQC010,D4-L/RD-YRT02 ROUTING PCB DIMENSION CHECK A,M393A8G40BB4-CWECO-6SC,H0YB000245,1,MM,6,133.337,133.378,133.376,133.381,133.377,133.368,,,,,,,,,,,,,,,133.37,133.337,133.381,0.044,133.48,133.22,133.43,133.29,0.094,YRT-02,
20221128092658,HVPQC010,SM-2C1 SOLDER PASTE VOLUME BGA PAD,M393A4K40DB3-CWECO-6SB,T1UE000247,0,%,5,125.6,110.3,120.3,110.0,118.7,,,,,,,,,,,,,,,,116.98,110.0,125.6,15.6,180.0,50.0,180.0,50.0,30.0,,S20221128003
20221128092658,HVPQC010,SM-2C2 SOLDER PASTE VOLUME BGA PAD,M393A4K40DB3-CWECO-6SB,T1UE000247,1,%,5,105.0,112.3,119.7,113.4,106.8,,,,,,,,,,,,,,,,111.44,105.0,119.7,14.7,180.0,50.0,180.0,50.0,30.0,,S20221128004
20221128092658,HVPQC010,SM-2D1 SOLDER PASTE VOLUME BGA PAD,M393A4K40DB3-CWECO-6SC,H1IE000248,0,%,5,120.4,116.7,123.7,118.9,115.1,,,,,,,,,,,,,,,,118.96,115.1,123.7,8.6,180.0,50.0,180.0,50.0,30.0,,S20221128005
20221128092658,HVPQC010,SM-2D2 SOLDER PASTE VOLUME BGA PAD,M393A4K40DB3-CWECO-6SC,H1IE000248,1,%,5,112.1,116.2,103.7,110.7,111.7,,,,,,,,,,,,,,,,110.88,103.7,116.2,12.5,180.0,50.0,180.0,50.0,30.0,,S20221128006
20221128092658,HVPQC010,SM2E1 SOLDER PASTE VOLUME BGA PAD,M393A4K40EB3-CWEBY-6SB,T0AI000248,0,%,5,112.3,111.3,118.5,113.1,109.8,,,,,,,,,,,,,,,,113.0,109.8,118.5,8.7,180.0,50.0,180.0,50.0,30.79,,S20221128007
20221128092658,HVPQC010,SM2E2 SOLDER PASTE VOLUME BGA PAD,M393A4K40EB3-CWEBY-6SB,T1UP000248,0,%,5,101.3,100.3,107.3,114.9,120.0,,,,,,,,,,,,,,,,108.76,100.3,120.0,19.7,180.0,50.0,180.0,50.0,30.79,,S20221128008
